fit,route,acronym,title,scheme,start,end,ec_contribution,coordinator,coord_country,coord_city,coord_url,coord_contact_form,n_partners,partner_institutions,tags,cordis_url
5,PI-HELD GRANT - cold outreach to coordinator,Ruralise,Ruralise - Revitalising Rural Communities,HORIZON-RIA,2026-09-01,2029-10-31,"5976798,96",INSTITUTE FOR EUROPEAN ENERGY AND CLIMATE POLICY STICHTING,NL,Amsterdam,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/923763690/101288580,16,"THE UNIVERSITY OF MANCHESTER (UK) | MAPPING FOR CHANGE CIC (UK) | POLITECNICO DI MILANO (IT) | RESEAU EUROPEEN POUR DES INITIATIVES COMMUNAUTAIRES SUR LES CHANGEMENTS CLIMATIQUES ET LE DEVELOPPEMENT DURABLE (BE) | UNIVERSITY OF PIRAEUS RESEARCH CENTER (EL) | UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN (IE) | SAVILLS (UK) LTD (UK) | UNIVERSITA DEGLI STUDI DI FERRARA (IT) | NTNU SAMFUNNSFORSKNING AS (NO) | ITA-SUOMEN YLIOPISTO (FI) | SDRUZHENIE SAYUZ NA ASOTSIATSIITE NA SOBSTVENITSI (BG) | PERIFEREIAKO TAMEIO ANAPTIXIS DYTIKIS MAKEDONIAS (EL) | OSTFOLD FYLKESKOMMUNE (NO) | Heinäveden kunta (FI) | DELTA 2000 SOCIETA CONSORTILE RESPONSABILITA LIMITATA (IT) | PODSLON ZA CHOVECHESTVOTO (BG)",culturomics,https://cordis.europa.eu/project/id/101288580
5,PI-HELD GRANT - cold outreach to coordinator,GreenFrontier,Politics of Conservation and Unequal Ecological Exchange in European Peripheries,HORIZON-ERC,2024-12-01,2029-11-30,1499976,WAGENINGEN UNIVERSITY,NL,Wageningen,http://www.wageningenur.nl/nl.htm,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999981634/101161589,0,,"biodiv,spatial",https://cordis.europa.eu/project/id/101161589
5,PI-HELD GRANT - cold outreach to coordinator,DOMESTIC,The role of domestic markets and public policy for sustainable food systems: the case of Brazil,HORIZON-ERC,2025-01-01,2029-12-31,1499614,UNIVERSITE CATHOLIQUE DE LOUVAIN,BE,LOUVAIN LA NEUVE,http://www.uclouvain.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999980664/101162844,0,,culturomics,https://cordis.europa.eu/project/id/101162844
5,PI-HELD GRANT - cold outreach to coordinator,UNRAVEL,Unravelling extracellular vesicle heterogeneity to inspire improved therapeutic RNA delivery systems,HORIZON-ERC,2025-02-01,2030-01-31,2000000,UNIVERSITAIR MEDISCH CENTRUM UTRECHT,NL,Utrecht,http://www.umcutrecht.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999915189/101125348,0,,trade,https://cordis.europa.eu/project/id/101125348
5,PI-HELD GRANT - cold outreach to coordinator,DATAGOV,Governance by data infrastructure in the post-pandemic democracy,HORIZON-ERC,2025-03-01,2030-02-28,2500000,UNIVERSITEIT VAN AMSTERDAM,NL,Amsterdam,https://worldsoflithium.eu/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999985708/101142006,0,,culturomics,https://cordis.europa.eu/project/id/101142006
5,PI-HELD GRANT - cold outreach to coordinator,MusicAnalytica,MusicAnalytica - Interdisciplining Music Studies through the Reconfiguration of Theoretical and Analytical Knowledge,HORIZON-CSA,2025-03-01,2030-02-28,"2498945,78",UNIVERSIDADE DE COIMBRA,PT,COIMBRA,http://www.uc.pt,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997826391/101187606,0,,culturomics,https://cordis.europa.eu/project/id/101187606
5,PI-HELD GRANT - cold outreach to coordinator,WRAP,Western Rift Archaeology and Palaeoenvironment Project,HORIZON-ERC,2025-03-01,2030-02-28,1999870,UNIVERSIDADE DO ALGARVE,PT,FARO,http://www.ualg.pt,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999863003/101170899,0,,"biodiv,spatial",https://cordis.europa.eu/project/id/101170899
5,PI-HELD GRANT - cold outreach to coordinator,DISINFORMED TEENS,Growing Up in the Digital Age of Disinformation,HORIZON-ERC,2025-03-01,2030-02-28,1500000,UNIVERSITEIT LEIDEN,NL,Leiden,http://www.universiteitleiden.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999974553/101164150,0,,culturomics,https://cordis.europa.eu/project/id/101164150
5,PI-HELD GRANT - cold outreach to coordinator,URSOILL,INNOVATIVE SOLUTIONS FOR SUSTAINABLE URBAN SOIL RESTORATION THROUGH LIVING LABS,HORIZON-RIA,2025-09-01,2030-02-28,"11999806,25",RISE RESEARCH INSTITUTES OF SWEDEN AB,SE,Boras,http://www.ri.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999613422/101219012,33,STICHTING INSTITUTE FOR URBAN EXCELLENCE (NL) | ASOCIACION EMPRESARIAL CENTRO TECNOLOGICO DE LA ENERGIA Y DEL MEDIO AMBIENTE DE LA REGION DE MURCIA (ES) | ZABALA INNOVATION CONSULTING SA (ES) | TECHNISCHE UNIVERSITAET MUENCHEN (DE) | LEIBNIZ-INSTITUT FUR AGRARTECHNIK UND BIOOKONOMIE EV (DE) | EUROPEAN SCIENCE COMMUNICATION INSTITUTE (ESCI) GGMBH (DE) | GREENOVATE ! EUROPE (BE) | ESKILARA S KOOP TXIKIA (ES) | CLUSTER VIOOIKONOMIAS KAI PERIVALLONTOS DYTIKIS MAKEDONIAS (EL) | CHLIAPAS ANONYMOS VIOMICHANIKI KAI EMPORIKI ETAIREIA XYLOU (EL) | INNOVHUB - STAZIONI SPERIMENTALI PER L'INDUSTRIA SRL (IT) | LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LU) | POLIEDRA-CENTRO DI SERVIZIO E CONSULENZA DEL POLITECNICO DI MILANO SUPIANIFICAZIONE AMBIENTALE E TERRITORIALE CONSORZIO (IT) | POLITECNICO DI MILANO (IT) | SVERIGES LANTBRUKSUNIVERSITET (SE) | AYUNTAMIENTO DE FORUA (ES) | UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA (ES) | CENTRO DE ESTUDIOS AMBIENTALES (ES) | ANONYMI ETAIREIA DIACHEIRISIS APORRIMMATON PER DYTIKIS MAKEDONIAS (EL) | DIMOS KOZANIS (EL) | DIMOS EORDAIAS (EL) | PERIFEREIA DYTIKHS MAKEDONIAS (EL) | PANEPISTIMIO DYTIKIS MAKEDONIAS (EL) | UNIVERSITA DEGLI STUDI DI TORINO (IT) | COMUNE DI TORINO (IT) | COMUNE DI MILANO (IT) | UNIVERSITA DEGLI STUDI DI MILANO (IT) | CITIZENS FOR ECOLOGICAL LEARNING  LIVING (LU) | GEOCONSEILS S.A. (LU) | INTERALIA SA (LU) | GEWATEC LUXEMBOURG SA (LU) | SOCIETE DE DEVELOPPEMENT AGORA SARL ET CIE (LU) | ADMINISTRATION DE L'ENVIRONNEMENT (LU),"biodiv,spatial",https://cordis.europa.eu/project/id/101219012
5,PI-HELD GRANT - cold outreach to coordinator,IMCross,Discovering how T6SS effectors are deployed in the recipient cytoplasm,HORIZON-ERC,2025-04-01,2030-03-31,1999188,TEL AVIV UNIVERSITY,IL,Tel Aviv,http://www.tau.ac.il/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999901609/101169966,0,,trade,https://cordis.europa.eu/project/id/101169966
5,PI-HELD GRANT - cold outreach to coordinator,LOUARN,"Lights in the nightsky and Ozone loss: Unravelling Atmosphere forcing from space with Radar, optics, and Novel citizen science",HORIZON-ERC,2025-04-01,2030-03-31,2459229,ILMATIETEEN LAITOS,FI,Helsinki,http://www.fmi.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999591306/101161971,0,,culturomics,https://cordis.europa.eu/project/id/101161971
5,PI-HELD GRANT - cold outreach to coordinator,NextGeneTx,Next generation versatile and effective AAV-mediated large gene delivery,HORIZON-ERC,2025-04-01,2030-03-31,1500000,FONDAZIONE TELETHON ETS,IT,ROMA,http://www.telethon.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999448716/101164722,2,INNOVAVECTOR SRL (IT) | NEXT GENERATION DIAGNOSTIC SRL (IT),trade,https://cordis.europa.eu/project/id/101164722
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",POLARIS,"Planktonic larvae in Arctic seas: diversity, connectivity and conservation",HORIZON-TMA-MSCA-PF-GF,2026-10-01,2030-03-31,"366657,36",UNIVERSITAT DE BARCELONA,ES,BARCELONA,http://www.ub.edu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999986387/101277500,2,UNIVERSITE LAVAL (CA) | STIFTELSEN VARLDSNATURFONDEN WWF (SE),"biodiv,spatial",https://cordis.europa.eu/project/id/101277500
5,PI-HELD GRANT - cold outreach to coordinator,SUNRISE,"EXTREME EVENTS IN A WARMING, UNEQUAL WORLD: LINKING DRIVERS TO IMPACTS FOR IMPROVED ATTRIBUTION, FORECASTING AND REGIONAL RESPONSES",HORIZON-RIA,2026-10-01,2030-03-31,"5993593,98",POLITECNICO DI MILANO,IT,Milano,http://www.polimi.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999879881/101295874,18,POTSDAM-INSTITUT FUR KLIMAFOLGENFORSCHUNG EV (DE) | ALFRED-WEGENER-INSTITUT HELMHOLTZ-ZENTRUM FUR POLAR- UND MEERESFORSCHUNG (DE) | THE CYPRUS INSTITUTE (CY) | INSTITUTO SUPERIOR DE AGRONOMIA (PT) | CONSIGLIO NAZIONALE DELLE RICERCHE (IT) | ARISTOTELIO PANEPISTIMIO THESSALONIKIS (EL) | UNIVERSITEIT UTRECHT (NL) | GOETEBORGS UNIVERSITET (SE) | ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON (EL) | ERASMUS UNIVERSITEIT ROTTERDAM (NL) | GFZ HELMHOLTZ-ZENTRUM FUR GEOFORSCHUNG (DE) | UNIVERSIDAD NACIONAL DE COLOMBIA (CO) | UNIVERSITY OF BRITISH COLUMBIA (CA) | LEHR-UND VERSUCHSANSTALT FURGARTENBAU UND ARBORISTIK EV(LVGA) (DE) | FINRES (FR) | UNIVERSITY OF GHANA (GH) | UNIVERSIDADE FEDERAL DO RIO DE JANEIRO (BR) | David Zimmerling (DE),culturomics,https://cordis.europa.eu/project/id/101295874
5,PI-HELD GRANT - cold outreach to coordinator,MaMo,Markets and Mobility: How Employers Structure Economic Opportunity,HORIZON-ERC,2025-05-01,2030-04-30,1499394,UNIVERSITY COLLEGE LONDON,UK,LONDON,http://www.ucl.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999975620/101165962,0,,culturomics,https://cordis.europa.eu/project/id/101165962
5,PI-HELD GRANT - cold outreach to coordinator,LOTIS,Loneliness Across Time and Space,HORIZON-ERC,2025-06-01,2030-05-31,1998018,RUHR-UNIVERSITAET BOCHUM,DE,Bochum,http://www.ruhr-uni-bochum.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999988812/101169640,0,,culturomics,https://cordis.europa.eu/project/id/101169640
5,PI-HELD GRANT - cold outreach to coordinator,NorseMap,Mapping the Reception and Legacy of the Vikings in Europe,HORIZON-ERC,2025-06-01,2030-05-31,1999519,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",IE,Cork,http://www.ucc.ie,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999975717/101169706,0,,culturomics,https://cordis.europa.eu/project/id/101169706
5,PI-HELD GRANT - cold outreach to coordinator,TALENTUM,Technical Advancement and Learning for Technical Staff Upskilling and Mobility in European Research Infrastructures,HORIZON-CSA,2027-01-01,2030-06-30,"1497394,13",SCIENSANO,BE,ELSENE,http://www.sciensano.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/906160809/101292567,11,"PREMOTEC GMBH (CH) | ANALYSIS AND EXPERIMENTATION ON ECOSYSTEMS ERIC (FR) | AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE (IT) | UNIVERSIDADE DE TRAS-OS-MONTES E ALTO DOURO (PT) | FUNDACION IBERCIVIS (ES) | UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA (IT) | CESKA ZEMEDELSKA UNIVERZITA V PRAZE (CZ) | INSTITUT JOZEF STEFAN (SI) | CENTRO INTERNAZIONALE DI ALTISTUDI AGRONOMICI MEDITERRANEI (IT) | UNIVERSITAT ZURICH (CH) | UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II (IT)",culturomics,https://cordis.europa.eu/project/id/101292567
5,PI-HELD GRANT - cold outreach to coordinator,KIDFLUENCER,"Towards a Kid-Centric, Dynamic and Hybrid Theory of Consumer Socialization to Understand the Dynamics and Implications of the Kidfluencer Phenomenon.",HORIZON-ERC,2025-09-01,2030-08-31,1999830,UNIVERSITEIT GENT,BE,GENT,http://www.ugent.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999986096/101169786,0,,culturomics,https://cordis.europa.eu/project/id/101169786
5,PI-HELD GRANT - cold outreach to coordinator,MEMSUGAR,Mechanism of Sugar Transporters involved in Human Health and Disease,HORIZON-ERC,2025-09-01,2030-08-31,2500000,STOCKHOLMS UNIVERSITET,SE,Stockholm,http://www.su.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999885022/101201464,0,,trade,https://cordis.europa.eu/project/id/101201464
5,PI-HELD GRANT - cold outreach to coordinator,m-CONNECT,"Management of Coastal Networks Nurtured through Ecosystem assessment, Collaboration and Technology",HORIZON-RIA,2026-09-01,2030-08-31,"5999294,46",LEIBNIZ-ZENTRUM FUR MARINE TROPENFORSCHUNG (ZMT) GMBH,DE,BREMEN,http://www.zmt-bremen.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/986128094/101291488,19,"THE SECRETARY OF STATE FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS (UK) | AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (ES) | FUNDACAO PUSAT SEGITIGA KARANG (TL) | EOMAP GMBH & CO KG (DE) | FUGRO NV (NL) | INSTITUT PERTANIAN BOGOR (ID) | INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (FR) | Marble Imaging GmbH (DE) | STICHTING NATURALIS BIODIVERSITY CENTER (NL) | STICHTING NEDERLANDSE WETENSCHAPPELIJK ONDERZOEK INSTITUTEN (NL) | SOLOMON ISLANDS NATIONAL UNIVERSITY (SB) | SEASCAPE BELGIUM (BE) | UNIVERSITAS HASANUDDIN (ID) | UNIVERSITA DEGLI STUDI DI TRENTO (IT) | UNIVERSITY OF LEEDS (UK) | UNIVERSITY OF WAIKATO (NZ) | Universitas Pattimura (ID) | Ministry of Fisheries, Oceans and Maritime Affairs (VU) | STICHTING VU (NL)","biodiv,spatial",https://cordis.europa.eu/project/id/101291488
5,PI-HELD GRANT - cold outreach to coordinator,Tools4Ocean,Toolbox for Integrated Monitoring and Action on Plastic Pollution from Land-to-Ocean Pathways,HORIZON-IA,2026-09-01,2030-08-31,"5498763,76",NORSK INSTITUTT FOR VANNFORSKNING STI,NO,Oslo,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997826585/101295540,14,AKVAPLAN NIVA AS (NO) | STIFTELSEN GRID ARENDAL (NO) | SALT RESEARCH AS (NO) | CENTRO INTERDISCIPLINAR DE INVESTIGACAO MARINHA E AMBIENTAL (PT) | STICHTING EUROCEAN (NL) | DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV (DE) | VLAAMS INSTITUUT VOOR DE ZEE (BE) | UNIVERSITY OF PLYMOUTH (UK) | F&Z SOLUTIONS AS (NO) | OSLOMET - STORBYUNIVERSITETET (NO) | Hold Norge Rent (NO) | THE GREAT BUBBLE BARRIER B.V. (NL) | NORIA BV (NL) | The Ocean Cleanup Projects B.V. (NL),culturomics,https://cordis.europa.eu/project/id/101295540
5,PI-HELD GRANT - cold outreach to coordinator,RIPPLE,Reducing Impact of Plastic Pollution through Learning & Engagement,HORIZON-IA,2026-09-01,2030-08-31,"4897506,38",SVEUCILISTE U ZAGREBU ARHITEKTONSKI FAKULTET,HR,Zagreb,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953666850/101296045,17,"CoLab House (EL) | SYNETAIRISMOS ERGAZOMENON COMMONSPACE - ARCHITEKTONIKI, ASTIKOS SCHEDIASMOS, CHORIKES STRATIGIKES KAI SYMMETOCHIKOS SCHEDIASMOS (EL) | AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (ES) | KYVELI - ANAPTYXIAKOS ORGANISMOS TOPIKIS AFTODIOIKISIS MONOPROSOPI A.E. (EL) | EREVNITIKO PANEPISTIMIAKO INSTITOUTO SYSTIMATON EPIKOINONION KAI YPOLOGISTON (EL) | DECODE IKE (EL) | TRANSFOLAB BCN (ES) | TECHNAI TECHNOLOGY CULTURE AND SOCIETY SL (ES) | FABLAB UDRUGA ZA PROMICANJE DIGITALNE FABRIKACIJE (HR) | ASSOCIACIO LICHEN INNOVACION SOCIAL (ES) | REGIONALNA AGENCIJA DUNEA (HR) | INSTITUT PODUZETNICKOG OBRAZOVANJA I INOVACIJA (HR) | Zajednica tehnicke kulture Dubrovacko-neretvanske zupanije (HR) | TEAMLABS SL (ES) | SVEUCILISTE U DUBROVNIKU (HR) | Agencija za vodno podrucje Jadranskog mora Mostar (BA) | UNIVERZITET DZEMAL BIJEDIC U MOSTARU (BA)",culturomics,https://cordis.europa.eu/project/id/101296045
5,PI-HELD GRANT - cold outreach to coordinator,CarMine,Recovery of Critical and Strategic Raw Materials from End-of-Life Electric Vehicles,HORIZON-IA,2026-09-01,2030-08-31,"7070534,75",CENTITVC - CENTRO DE NANOTECNOLOGIAE MATERIAIS TECNICOS FUNCIONAIS EINTELIGENTES,PT,Uniao das Freguesias de Antas e Abade de Vermoim,https://www.centi.pt,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998871760/101295553,10,"VEOLIA GESTAO DE RESIDUOS PORTUGAL, UNIPESSOAL, LDA (PT) | MAGNETI LJUBLJANA PODJETJE ZA PROIZVODNJO MAGNETNIH MATERIALOV DD (SI) | SARP INDUSTRIES (FR) | SINTEF AS (NO) | INEGI - INSTITUTO DE CIENCIA E INOVACAO EM ENGENHARIA MECANICA E ENGENHARIA INDUSTRIAL (PT) | ASOCIACION ESPANOLA DE NORMALIZACION (ES) | CIRCULARISE BV (NL) | Laboratorio Nacional de Energia e Geologia I.P. (PT) | BATTERY CLUSTER BAT ASSOCIACAO PORTUGUESA (PT) | MAGELLAN CIRCLE - EUROPEAN AFFAIRS CONSULTANCY, LDA (PT)",culturomics,https://cordis.europa.eu/project/id/101295553
5,PI-HELD GRANT - cold outreach to coordinator,BEETHOVEN,"Linking Brain, Environment and Ecosystems Through Holistic Omics and Validated Evidence-based Nutrition guidelines",HORIZON-RIA,2026-09-01,2030-08-31,"4939763,48",UNIVERSITAT FUR WEITERBILDUNG KREMS,AT,KREMS,http://www.donau-uni.ac.at,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999865428/101266061,12,THE HEBREW UNIVERSITY OF JERUSALEM (IL) | WASSERKLUSTER LUNZ BIOLOGISCHE STATION GMBH (AT) | HELMHOLTZ-ZENTRUM FUR UMWELTFORSCHUNG GMBH - UFZ (DE) | ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON (EL) | THE UNIVERSITY OF READING (UK) | OREBRO UNIVERSITY (SE) | ROEHAMPTON UNIVERSITY LBG (UK) | FUNDACIO INSTITUT UNIVERSITARI PERA LA RECERCA A L'ATENCIO PRIMARIA DE SALUT JORDI GOL I GURINA (ES) | ITA-SUOMEN YLIOPISTO (FI) | ANEUSTART LTD (IL) | SAFE FOOD ADVOCACY EUROPE (BE) | UNIVERSITAT BAYREUTH (DE),culturomics,https://cordis.europa.eu/project/id/101266061
5,PI-HELD GRANT - cold outreach to coordinator,CLEAR-WATER,Harmonising Aquatic Litter Monitoring and Assessment Across EU Waters,HORIZON-RIA,2026-09-01,2030-08-31,"5998047,96",MATIS OHF,IS,REYKJAVIK,http://www.matis.is,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999766100/101292089,18,"AKVAPLAN NIVA AS (NO) | SINTEF OCEAN AS (NO) | INTERNATIONAL COUNCIL FOR THE EXPLORATION OF THE SEA (DK) | PARTIKAS DROSIBAS, DZIVNIEKU VESELIBAS UN VIDES ZINATNISKAIS INSTITUTSBIOR (LV) | SEAMOHT LTD (UK) | 4H - JENA ENGINEERING GMBH (DE) | UNIVERSITAT BAYREUTH (DE) | CITIZEN SCIENCE GLOBAL PARTNERSHIP (CSGP) - GLOBALE PARTNERSCHAFT FUER BUERGERWISSENSCHAFTEN (GPBW) (AT) | INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE (AT) | UNIVERZA V LJUBLJANI (SI) | INFORDATA SISTEMI SRL SOCIETA BENEFIT (IT) | ISTITUTO SUPERIORE PER LA PROTEZIONE E LA RICERCA AMBIENTALE (IT) | SCITATION - SCIENCE COMMUNICATION,UNIPESSOAL LDA (PT) | ORGANIZATIA NEGUVERNAMENTALA ECOLOGISTA MARE NOSTRUM (RO) | HELLENIC CENTRE FOR MARINE RESEARCH (EL) | SCIDRONES TEXNOVLASTOS IKE (EL) | KVALE KARIN FRANCES (NZ) | INTERNATIONAL ATOMIC ENERGY AGENCY (AT)",culturomics,https://cordis.europa.eu/project/id/101292089
5,PI-HELD GRANT - cold outreach to coordinator,HyperSense,"REMOTE MICROSCOPY, NANOSCOPY AND PICOSCOPY BY HYPERSPECTRAL LIDAR",HORIZON-ERC,2025-10-01,2030-09-30,2597500,LUNDS UNIVERSITET,SE,Lund,http://www.lu.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999901318/101170019,0,,"biodiv,spatial",https://cordis.europa.eu/project/id/101170019
5,PI-HELD GRANT - cold outreach to coordinator,MIETEN,Metal-Induced Energy Transfer based Electrometry and Nanometry: Dissecting Electrostatic Phenomena in Biological Processes,HORIZON-ERC,2025-10-01,2030-09-30,2495360,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",UK,Oxford,http://www.ox.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984350/101164162,2,FUNDACION IMDEA NANOCIENCIA (ES) | THE ROSALIND FRANKLIN INSTITUTE (UK),trade,https://cordis.europa.eu/project/id/101164162
5,PI-HELD GRANT - cold outreach to coordinator,DigiWaves,"Towards transparent and sustainable European fisheries through digital innovation in monitoring, control and surveillance",HORIZON-IA,2026-10-01,2030-09-30,"6049787,63",EIGEN VERMOGEN VAN HET INSTITUUT VOOR LANDBOUW- EN VISSERIJONDERZOEK,BE,Merelbeke,http://www.ilvo.vlaanderen.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998175591/101289878,21,"DANMARKS TEKNISKE UNIVERSITET (DK) | STICHTING WAGENINGEN RESEARCH (NL) | REFRAME FOOD ASTIKI MI KERDOSKOPIKI ETAIRIA (EL) | SINTEF OCEAN AS (NO) | FUNDACION AZTI - AZTI FUNDAZIOA (ES) | SCIO IKE (EL) | FISKERIDIREKTORATET (NO) | HELLENIC CENTRE FOR MARINE RESEARCH (EL) | ARMEMENT ENEZ DU (FR) | ZUNIBAL SL (ES) | SINAY (FR) | ANCHOR LAB KS (DK) | THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS (UK) | THE SECRETARY OF STATE FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS (UK) | ELECTRONIC FISH INFORMATION CENTRE EUROPE B.V (NL) | COLLECTE LOCALISATION SATELLITES (FR) | WORLD WIDE FUND FOR NATURE GREECE (EL) | FONDAZIONE WWF MEDITERRANEAN (IT) | WWF EUROPEAN POLICY PROGRAMME (BE) | ADIGO AS (NO) | DANMARKS FISKERIFORENING PRODUCENTORGANISATION (DK)",culturomics,https://cordis.europa.eu/project/id/101289878
5,PI-HELD GRANT - cold outreach to coordinator,ROWER,Restoring Oceans and Waters in European Regions,HORIZON-IA,2026-10-01,2030-09-30,"12543239,75",TARTU ULIKOOL,EE,TARTU,http://www.ut.ee,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999895013/101294308,34,"KLIIMAMINISTEERIUM (EE) | STICHTING HUMMEL FOUNDATION FOR SUSTAINABLE SOLUTIONS (NL) | E-SCIENCE EUROPEAN INFRASTRUCTURE FOR BIODIVERSITY AND ECOSYSTEM RESEARCH (ES) | KLAIPEDOS UNIVERSITETAS (LT) | CURONIAN SPIT NATIONAL PARK DIRECTORATE (LT) | Mazosios Lietuvos saugomu teritoriju direkcija (LT) | VALSTYBINE SAUGOMU TERITORIJU TARNYBA PRIE APLINKOS MINISTERIJOS (LT) | UNIWERSYTET GDANSKI (PL) | INTERNATIONAL ESTUARINE & COASTAL SPECIALISTS LTD (UK) | ENVIRONMENT AGENCY (UK) | HUMBER NATURE PARTNERSHIP (UK) | AKVAPLAN NIVA AS (NO) | PORSANGER KOMMUNE (NO) | LONGYEARBYEN LOKALSTYRE (NO) | ARDITI - AGENCIA REGIONAL PARA O DESENVOLVIMENTO DA INVESTIGACAO, TECNOLOGIA E INOVACAO - ASSOCIACAO (PT) | SECRETARIA REGIONAL DE TURISMO, AMBIENTE E CULTURA (PT) | CONSIGLIO NAZIONALE DELLE RICERCHE (IT) | COMUNE DI CABRAS (IT) | HELLENIC CENTRE FOR MARINE RESEARCH (EL) | KRITI (EL) | UNIVERSITATEA DIN BUCURESTI (RO) | INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE DELTA DUNARII (RO) | DANUBE DELTA BIOSPHERE RESERVE AUTHORITY (RO) | MINISTERUL MEDIULUI, APELOR SI PADURILOR (RO) | ISTANBUL UNIVERSITESI (TR) | KARADENIZ TEKNIK UNIVERSITESI (TR) | MINISTRY OF AGRICULTURE AND FORESTRY (TR) | UNIVERSITY OF CANTERBURY (NZ) | CHRISTCHURCH CITY COUNCIL (NZ) | REGIONAL ACTIVITY CENTRE FOR SPECIALLY PROTECTED AREAS (TN) | Slowinski Park Narodowy (PL) | Adalar Belediyesi (TR) | HAVFORSKNINGSINSTITUTTET (NO) | UNIVERSITETSSENTERET PA SVALBARD AS (NO)",culturomics,https://cordis.europa.eu/project/id/101294308
5,PI-HELD GRANT - cold outreach to coordinator,MAGICON,MAterials Genome engineering for re-Inventing CONcrete,HORIZON-ERC,2025-11-01,2030-10-31,2499407,TECHNISCHE UNIVERSITEIT DELFT,NL,Delft,http://www.tudelft.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977366/101200311,0,,culturomics,https://cordis.europa.eu/project/id/101200311
